Tanggal,Gula Pasir (Rp),Gula Merah (Rp),Kelapa (Rp),Beras Ketan (Rp),Vanili Bubuk (Rp),Daun Jagung (Rp),Jumlah Produksi,Gaji Karyawan,"Biaya Overhead (Listrik, Gas, Plastik dll)",Nama Toko,Total Biaya Produksi/Hari
2024-10-24,414.0,173.2,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4303.1
2024-10-25,414.0,173.2,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4303.1
2024-10-26,414.0,173.2,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4303.1
2024-10-27,414.0,173.2,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2963.9
2024-10-28,414.0,173.2,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4303.1
2024-10-29,414.0,173.2,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2963.9
2024-10-30,414.0,173.2,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2963.9
2024-10-31,414.0,173.2,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4303.1
2024-11-01,380.65,200.0,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4283.450000000001
2024-11-02,380.65,200.0,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2950.8
2024-11-03,380.65,200.0,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2950.8
2024-11-04,380.65,200.0,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2950.8
2024-11-05,380.65,200.0,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2950.8
2024-11-06,380.65,200.0,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4283.450000000001
2024-11-07,380.65,200.0,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4283.450000000001
2024-11-08,380.65,200.0,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4283.450000000001
2024-11-09,380.65,200.0,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2950.8
2024-11-10,380.65,200.0,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2950.8
2024-11-11,380.65,200.0,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4283.450000000001
2024-11-12,380.65,200.0,350.0,192.0,30.0,130.0,4,250.0,185.5,Wajit Tulen,5566.1
2024-11-13,380.65,200.0,350.0,192.0,30.0,130.0,4,250.0,185.5,Wajit Tulen,5566.1
2024-11-14,380.65,200.0,350.0,192.0,30.0,130.0,4,250.0,185.5,Wajit Tulen,5566.1
2024-11-15,380.65,200.0,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4283.450000000001
2024-11-16,380.65,200.0,350.0,192.0,30.0,130.0,4,250.0,185.5,Wajit Tulen,5566.1
2024-11-17,380.65,200.0,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4283.450000000001
2024-11-18,380.65,200.0,350.0,192.0,30.0,130.0,2,250.0,185.5,Wajit Tulen,3000.8
2024-11-19,380.65,200.0,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4283.450000000001
2024-11-20,380.65,200.0,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4283.450000000001
2024-11-21,380.65,200.0,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2950.8
2024-11-22,380.65,200.0,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2950.8
2024-11-23,380.65,200.0,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4283.450000000001
2024-11-24,380.65,200.0,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4283.450000000001
2024-11-25,380.65,200.0,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4283.450000000001
2024-11-26,380.65,200.0,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2950.8
2024-11-27,380.65,200.0,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4283.450000000001
2024-11-28,380.65,200.0,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2950.8
2024-11-29,380.65,200.0,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4283.450000000001
2024-11-30,380.65,200.0,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2950.8
2024-12-01,418.6,204.0,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4418.799999999999
2024-12-02,418.6,204.0,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4418.799999999999
2024-12-03,418.6,204.0,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4418.799999999999
2024-12-04,418.6,204.0,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4418.799999999999
2024-12-05,418.6,204.0,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4418.799999999999
2024-12-06,418.6,204.0,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4418.799999999999
2024-12-07,418.6,204.0,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4418.799999999999
2024-12-08,418.6,204.0,350.0,192.0,30.0,130.0,4,250.0,195.0,Wajit Tulen,5743.4
2024-12-09,418.6,204.0,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4418.799999999999
2024-12-10,418.6,204.0,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4418.799999999999
2024-12-11,418.6,204.0,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4418.799999999999
2024-12-12,418.6,204.0,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4418.799999999999
2024-12-13,418.6,204.0,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4418.799999999999
2024-12-14,418.6,204.0,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4418.799999999999
2025-01-01,427.8,199.2,350.0,192.0,30.0,130.0,4,700.0,173.0,Wajit Tulen,6189.0
2025-01-02,427.8,199.2,350.0,192.0,30.0,130.0,3,700.0,173.0,Wajit Tulen,4860.0
2025-01-03,427.8,199.2,350.0,192.0,30.0,130.0,3,700.0,173.0,Wajit Tulen,4860.0
2025-01-04,427.8,199.2,350.0,192.0,30.0,130.0,2,700.0,173.0,Wajit Tulen,3531.0
2025-01-05,427.8,199.2,350.0,192.0,30.0,130.0,4,200.0,173.0,Wajit Tulen,5689.0
2025-01-06,427.8,199.2,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4410.0
2025-01-07,427.8,199.2,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4410.0
2025-01-08,427.8,199.2,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4410.0
2025-01-09,427.8,199.2,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4410.0
2025-01-10,427.8,199.2,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4410.0
2025-01-11,427.8,199.2,350.0,192.0,30.0,130.0,4,250.0,173.0,Wajit Tulen,5739.0
2025-01-12,427.8,199.2,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,3031.0
2025-01-13,427.8,199.2,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,3031.0
2025-01-14,427.8,199.2,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,3031.0
