Tanggal,Gula Pasir (Rp),Gula Merah (Rp),Kelapa (Rp),Beras Ketan (Rp),Vanili Bubuk (Rp),Daun Jagung (Rp),Jumlah Produksi,Gaji Karyawan,"Biaya Overhead (Listrik, Gas, Plastik dll)",Nama Toko,Total Biaya Produksi/Hari
2024-02-11,377.5,176.0,350.0,192.0,30.0,130.0,2,250.0,173.0,Wajit Tulen,2934.0
2024-02-12,377.5,176.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4189.5
2024-02-13,377.5,176.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4189.5
2024-02-14,377.5,176.0,350.0,192.0,30.0,130.0,4,250.0,173.0,Wajit Tulen,5445.0
2024-02-15,377.5,176.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4189.5
2024-02-16,377.5,176.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4189.5
2024-02-17,377.5,176.0,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2884.0
2024-02-18,377.5,176.0,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2884.0
2024-02-19,377.5,176.0,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2884.0
2024-02-20,377.5,176.0,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2884.0
2024-02-21,377.5,176.0,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2884.0
2024-02-22,377.5,176.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4189.5
2024-02-23,377.5,176.0,350.0,192.0,30.0,130.0,4,250.0,173.0,Wajit Tulen,5445.0
2024-02-24,377.5,176.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4189.5
2024-02-25,377.5,176.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4189.5
2024-02-26,377.5,176.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4189.5
2024-02-27,377.5,176.0,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2884.0
2024-02-28,377.5,176.0,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2884.0
2024-02-29,377.5,176.0,350.0,192.0,30.0,130.0,4,250.0,173.0,Wajit Tulen,5445.0
2024-03-01,404.0,134.0,350.0,192.0,30.0,130.0,4,250.0,173.0,Wajit Tulen,5383.0
2024-03-02,404.0,134.0,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2853.0
2024-03-03,404.0,134.0,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2853.0
2024-03-04,404.0,134.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4143.0
2024-03-05,404.0,134.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4143.0
2024-03-06,404.0,134.0,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2853.0
2024-03-07,404.0,134.0,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2853.0
2024-03-08,404.0,134.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4143.0
2024-03-09,404.0,134.0,350.0,192.0,30.0,130.0,4,250.0,173.0,Wajit Tulen,5383.0
2024-03-11,404.0,134.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4143.0
2024-03-12,404.0,134.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4143.0
2024-03-14,404.0,134.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4143.0
2024-03-15,404.0,134.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4143.0
2024-03-16,404.0,134.0,350.0,192.0,30.0,130.0,2,250.0,173.0,Wajit Tulen,2903.0
2024-03-17,404.0,134.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4143.0
2024-03-18,404.0,134.0,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2853.0
2024-03-19,404.0,134.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4143.0
2024-03-20,404.0,134.0,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2853.0
2024-03-21,404.0,134.0,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2853.0
2024-03-22,404.0,134.0,350.0,192.0,30.0,130.0,4,250.0,173.0,Wajit Tulen,5383.0
2024-03-23,404.0,134.0,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,4143.0
2024-03-24,404.0,134.0,350.0,192.0,30.0,130.0,3,600.0,173.0,Wajit Tulen,4493.0
2024-03-25,404.0,134.0,350.0,192.0,30.0,130.0,3,600.0,173.0,Wajit Tulen,4493.0
2024-03-26,404.0,134.0,350.0,192.0,30.0,130.0,3,600.0,173.0,Wajit Tulen,4493.0
2024-03-27,404.0,134.0,350.0,192.0,30.0,130.0,3,600.0,173.0,Wajit Tulen,4493.0
2024-03-28,404.0,134.0,350.0,192.0,30.0,130.0,4,600.0,173.0,Wajit Tulen,5733.0
2024-03-29,404.0,134.0,350.0,192.0,30.0,130.0,3,600.0,173.0,Wajit Tulen,4493.0
2024-03-30,404.0,134.0,350.0,192.0,30.0,130.0,3,600.0,173.0,Wajit Tulen,4493.0
2024-03-31,404.0,134.0,350.0,192.0,30.0,130.0,3,600.0,173.0,Wajit Tulen,4493.0
2024-04-01,412.5,143.44,350.0,192.0,30.0,130.0,4,600.0,195.0,Wajit Tulen,5826.76
2024-04-02,412.5,143.44,350.0,192.0,30.0,130.0,5,600.0,195.0,Wajit Tulen,7084.700000000001
2024-04-03,412.5,143.44,350.0,192.0,30.0,130.0,5,600.0,195.0,Wajit Tulen,7084.700000000001
2024-04-04,412.5,143.44,350.0,192.0,30.0,130.0,4,600.0,195.0,Wajit Tulen,5826.76
2024-04-05,412.5,143.44,350.0,192.0,30.0,130.0,6,600.0,195.0,Wajit Tulen,8342.64
2024-04-06,412.5,143.44,350.0,192.0,30.0,130.0,4,600.0,195.0,Wajit Tulen,5826.76
2024-04-07,412.5,143.44,350.0,192.0,30.0,130.0,4,600.0,195.0,Wajit Tulen,5826.76
2024-04-08,412.5,143.44,350.0,192.0,30.0,130.0,5,600.0,195.0,Wajit Tulen,7084.700000000001
2024-04-11,412.5,143.44,350.0,192.0,30.0,130.0,5,300.0,195.0,Wajit Tulen,6784.700000000001
2024-04-12,412.5,143.44,350.0,192.0,30.0,130.0,5,300.0,195.0,Wajit Tulen,6784.700000000001
2024-04-13,412.5,143.44,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4218.82
2024-04-14,412.5,143.44,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4218.82
2024-04-15,412.5,143.44,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4218.82
2024-04-16,412.5,143.44,350.0,192.0,30.0,130.0,4,250.0,195.0,Wajit Tulen,5476.76
2024-04-17,412.5,143.44,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4218.82
2024-04-18,412.5,143.44,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4218.82
2024-04-19,412.5,143.44,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4218.82
2024-04-20,412.5,143.44,350.0,192.0,30.0,130.0,2,200.0,195.0,Wajit Tulen,2910.88
2024-04-21,412.5,143.44,350.0,192.0,30.0,130.0,2,200.0,195.0,Wajit Tulen,2910.88
2024-04-22,412.5,143.44,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4218.82
2024-04-23,412.5,143.44,350.0,192.0,30.0,130.0,4,250.0,195.0,Wajit Tulen,5476.76
2024-04-24,412.5,143.44,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4218.82
2024-04-25,412.5,143.44,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4218.82
2024-04-26,412.5,143.44,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4218.82
2024-04-27,412.5,143.44,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4218.82
2024-04-28,412.5,143.44,350.0,192.0,30.0,130.0,2,200.0,195.0,Wajit Tulen,2910.88
2024-04-29,412.5,143.44,350.0,192.0,30.0,130.0,4,250.0,195.0,Wajit Tulen,5476.76
2024-04-30,412.5,143.44,350.0,192.0,30.0,130.0,3,250.0,195.0,Wajit Tulen,4218.82
2024-05-01,423.5,147.2,350.0,192.0,30.0,130.0,2,250.0,165.0,Wajit Tulen,2960.4
2024-05-02,423.5,147.2,350.0,192.0,30.0,130.0,4,250.0,165.0,Wajit Tulen,5505.8
2024-05-03,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-05-04,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-05-05,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-05-06,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-05-07,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-05-08,423.5,147.2,350.0,192.0,30.0,130.0,4,250.0,165.0,Wajit Tulen,5505.8
2024-05-09,423.5,147.2,350.0,192.0,30.0,130.0,2,250.0,165.0,Wajit Tulen,2960.4
2024-05-10,423.5,147.2,350.0,192.0,30.0,130.0,4,250.0,165.0,Wajit Tulen,5505.8
2024-05-11,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-05-12,423.5,147.2,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2910.4
2024-05-13,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-05-15,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-05-16,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-05-17,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-05-18,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-05-19,423.5,147.2,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2910.4
2024-05-20,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-05-21,423.5,147.2,350.0,192.0,30.0,130.0,4,250.0,165.0,Wajit Tulen,5505.8
2024-05-22,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-05-23,423.5,147.2,350.0,192.0,30.0,130.0,2,250.0,165.0,Wajit Tulen,2960.4
2024-05-24,423.5,147.2,350.0,192.0,30.0,130.0,4,250.0,165.0,Wajit Tulen,5505.8
2024-05-25,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-05-26,423.5,147.2,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2910.4
2024-05-27,423.5,147.2,350.0,192.0,30.0,130.0,4,250.0,165.0,Wajit Tulen,5505.8
2024-05-28,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-05-29,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-05-30,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-05-31,423.5,147.2,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4233.1
2024-06-02,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-03,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-04,402.5,140.0,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2854.0
2024-06-05,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-06,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-07,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-08,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-09,402.5,140.0,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2854.0
2024-06-10,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-11,402.5,140.0,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2854.0
2024-06-12,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-13,402.5,140.0,350.0,192.0,30.0,130.0,4,250.0,165.0,Wajit Tulen,5393.0
2024-06-14,402.5,140.0,350.0,192.0,30.0,130.0,4,250.0,165.0,Wajit Tulen,5393.0
2024-06-15,402.5,140.0,350.0,192.0,30.0,130.0,4,250.0,165.0,Wajit Tulen,5393.0
2024-06-16,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-17,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-18,402.5,140.0,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2854.0
2024-06-19,402.5,140.0,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2854.0
2024-06-20,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-21,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-22,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-23,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-24,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-25,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-26,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-27,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-28,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-29,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-06-30,402.5,140.0,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4148.5
2024-07-01,404.8,144.8,350.0,192.0,30.0,130.0,3,250.0,179.032,Wajit Tulen,4183.831999999999
2024-07-02,404.8,144.8,350.0,192.0,30.0,130.0,2,200.0,179.032,Wajit Tulen,2882.232
2024-07-03,404.8,144.8,350.0,192.0,30.0,130.0,2,200.0,179.032,Wajit Tulen,2882.232
2024-07-04,404.8,144.8,350.0,192.0,30.0,130.0,3,300.0,179.032,Wajit Tulen,4233.831999999999
2024-07-05,404.8,144.8,350.0,192.0,30.0,130.0,4,300.0,179.032,Wajit Tulen,5485.432
2024-07-06,404.8,144.8,350.0,192.0,30.0,130.0,3,300.0,179.032,Wajit Tulen,4233.831999999999
2024-07-07,404.8,144.8,350.0,192.0,30.0,130.0,2,200.0,179.032,Wajit Tulen,2882.232
2024-07-08,404.8,144.8,350.0,192.0,30.0,130.0,3,300.0,179.032,Wajit Tulen,4233.831999999999
2024-07-09,404.8,144.8,350.0,192.0,30.0,130.0,3,300.0,179.032,Wajit Tulen,4233.831999999999
2024-07-10,404.8,144.8,350.0,192.0,30.0,130.0,3,250.0,179.032,Wajit Tulen,4183.831999999999
2024-07-11,404.8,144.8,350.0,192.0,30.0,130.0,2,200.0,179.032,Wajit Tulen,2882.232
2024-07-12,404.8,144.8,350.0,192.0,30.0,130.0,2,200.0,179.032,Wajit Tulen,2882.232
2024-07-13,404.8,144.8,350.0,192.0,30.0,130.0,3,250.0,179.032,Wajit Tulen,4183.831999999999
2024-07-14,404.8,144.8,350.0,192.0,30.0,130.0,3,250.0,179.032,Wajit Tulen,4183.831999999999
2024-07-15,404.8,144.8,350.0,192.0,30.0,130.0,3,250.0,179.032,Wajit Tulen,4183.831999999999
2024-07-16,404.8,144.8,350.0,192.0,30.0,130.0,3,250.0,179.032,Wajit Tulen,4183.831999999999
2024-07-17,404.8,144.8,350.0,192.0,30.0,130.0,3,250.0,179.032,Wajit Tulen,4183.831999999999
2024-07-18,404.8,144.8,350.0,192.0,30.0,130.0,4,250.0,179.032,Wajit Tulen,5435.432
2024-07-19,404.8,144.8,350.0,192.0,30.0,130.0,4,250.0,179.032,Wajit Tulen,5435.432
2024-07-20,404.8,144.8,350.0,192.0,30.0,130.0,2,200.0,179.032,Wajit Tulen,2882.232
2024-07-21,404.8,144.8,350.0,192.0,30.0,130.0,2,200.0,179.032,Wajit Tulen,2882.232
2024-07-22,404.8,144.8,350.0,192.0,30.0,130.0,2,200.0,179.032,Wajit Tulen,2882.232
2024-07-23,404.8,144.8,350.0,192.0,30.0,130.0,3,250.0,179.032,Wajit Tulen,4183.831999999999
2024-07-24,404.8,144.8,350.0,192.0,30.0,130.0,3,250.0,179.032,Wajit Tulen,4183.831999999999
2024-07-25,404.8,144.8,350.0,192.0,30.0,130.0,2,200.0,179.032,Wajit Tulen,2882.232
2024-07-26,404.8,144.8,350.0,192.0,30.0,130.0,2,200.0,179.032,Wajit Tulen,2882.232
2024-07-27,404.8,144.8,350.0,192.0,30.0,130.0,3,250.0,179.032,Wajit Tulen,4183.831999999999
2024-07-28,404.8,144.8,350.0,192.0,30.0,130.0,2,200.0,179.032,Wajit Tulen,2882.232
2024-07-29,404.8,144.8,350.0,192.0,30.0,130.0,2,200.0,179.032,Wajit Tulen,2882.232
2024-07-30,404.8,144.8,350.0,192.0,30.0,130.0,3,250.0,179.032,Wajit Tulen,4183.831999999999
2024-07-31,404.8,144.8,350.0,192.0,30.0,130.0,3,250.0,179.032,Wajit Tulen,4183.831999999999
2024-08-01,414.0,143.84,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4194.52
2024-08-02,414.0,143.84,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2884.6800000000003
2024-08-03,414.0,143.84,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4194.52
2024-08-04,414.0,143.84,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2884.6800000000003
2024-08-05,414.0,143.84,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4194.52
2024-08-06,414.0,143.84,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2884.6800000000003
2024-08-07,414.0,143.84,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2884.6800000000003
2024-08-08,414.0,143.84,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4194.52
2024-08-09,414.0,143.84,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4194.52
2024-08-10,414.0,143.84,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2884.6800000000003
2024-08-11,414.0,143.84,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2884.6800000000003
2024-08-12,414.0,143.84,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4194.52
2024-08-13,414.0,143.84,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4194.52
2024-08-14,414.0,143.84,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4194.52
2024-08-15,414.0,143.84,350.0,192.0,30.0,130.0,4,250.0,165.0,Wajit Tulen,5454.360000000001
2024-08-16,414.0,143.84,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4194.52
2024-08-17,414.0,143.84,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4194.52
2024-08-18,414.0,143.84,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2884.6800000000003
2024-08-19,414.0,143.84,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2884.6800000000003
2024-08-20,414.0,143.84,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2884.6800000000003
2024-08-21,414.0,143.84,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4194.52
2024-08-23,414.0,143.84,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4194.52
2024-08-24,414.0,143.84,350.0,192.0,30.0,130.0,2,250.0,165.0,Wajit Tulen,2934.6800000000003
2024-08-25,414.0,143.84,350.0,192.0,30.0,130.0,2,250.0,165.0,Wajit Tulen,2934.6800000000003
2024-08-27,414.0,143.84,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2884.6800000000003
2024-08-28,414.0,143.84,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2884.6800000000003
2024-08-29,414.0,143.84,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4194.52
2024-08-30,414.0,143.84,350.0,192.0,30.0,130.0,2,200.0,165.0,Wajit Tulen,2884.6800000000003
2024-08-31,414.0,143.84,350.0,192.0,30.0,130.0,3,250.0,165.0,Wajit Tulen,4194.52
2024-09-01,345.0,143.84,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2754.6800000000003
2024-09-02,345.0,143.84,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2754.6800000000003
2024-09-03,345.0,143.84,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2754.6800000000003
2024-09-04,345.0,143.84,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2754.6800000000003
2024-09-05,345.0,143.84,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,3995.5200000000004
2024-09-06,345.0,143.84,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,3995.5200000000004
2024-09-07,345.0,143.84,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,3995.5200000000004
2024-09-08,345.0,143.84,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2754.6800000000003
2024-09-09,345.0,143.84,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,3995.5200000000004
2024-09-10,345.0,143.84,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2754.6800000000003
2024-09-11,345.0,143.84,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,3995.5200000000004
2024-09-12,345.0,143.84,350.0,192.0,30.0,130.0,4,250.0,173.0,Wajit Tulen,5186.360000000001
2024-09-13,345.0,143.84,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,3995.5200000000004
2024-09-14,345.0,143.84,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,3995.5200000000004
2024-09-15,345.0,143.84,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2754.6800000000003
2024-09-16,345.0,143.84,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2754.6800000000003
2024-09-17,345.0,143.84,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2754.6800000000003
2024-09-18,345.0,143.84,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,3995.5200000000004
2024-09-19,345.0,143.84,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,3995.5200000000004
2024-09-20,345.0,143.84,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,3995.5200000000004
2024-09-21,345.0,143.84,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2754.6800000000003
2024-09-22,345.0,143.84,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2754.6800000000003
2024-09-23,345.0,143.84,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2754.6800000000003
2024-09-24,345.0,143.84,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2754.6800000000003
2024-09-25,345.0,143.84,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,3995.5200000000004
2024-09-26,345.0,143.84,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,3995.5200000000004
2024-09-27,345.0,143.84,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2754.6800000000003
2024-09-28,345.0,143.84,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2754.6800000000003
2024-09-29,345.0,143.84,350.0,192.0,30.0,130.0,2,200.0,173.0,Wajit Tulen,2754.6800000000003
2024-09-30,345.0,143.84,350.0,192.0,30.0,130.0,3,250.0,173.0,Wajit Tulen,3995.5200000000004
2024-10-01,414.0,173.2,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4303.1
2024-10-02,414.0,173.2,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4303.1
2024-10-03,414.0,173.2,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4303.1
2024-10-04,414.0,173.2,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4303.1
2024-10-05,414.0,173.2,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4303.1
2024-10-06,414.0,173.2,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2963.9
2024-10-07,414.0,173.2,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2963.9
2024-10-08,414.0,173.2,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2963.9
2024-10-09,414.0,173.2,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4303.1
2024-10-10,414.0,173.2,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4303.1
2024-10-11,414.0,173.2,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4303.1
2024-10-12,414.0,173.2,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2963.9
2024-10-13,414.0,173.2,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2963.9
2024-10-14,414.0,173.2,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2963.9
2024-10-15,414.0,173.2,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4303.1
2024-10-16,414.0,173.2,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4303.1
2024-10-17,414.0,173.2,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4303.1
2024-10-18,414.0,173.2,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2963.9
2024-10-19,414.0,173.2,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2963.9
2024-10-21,414.0,173.2,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2963.9
2024-10-22,414.0,173.2,350.0,192.0,30.0,130.0,2,200.0,185.5,Wajit Tulen,2963.9
2024-10-23,414.0,173.2,350.0,192.0,30.0,130.0,3,250.0,185.5,Wajit Tulen,4303.1
